5;7.128414141;10.60607435
10;6.903504825;9.569326598
15;6.724299007;8.949923937
20;6.576364002;8.520551606
25;6.450078022;8.197018954
30;6.340630173;7.940838824
35;6.244412284;7.731564915
40;6.159018908;7.554764544
45;6.082044596;7.403221368
50;6.011083903;7.270921771
55;5.947339552;7.153054856
60;5.888406094;7.048417902
65;5.833080808;6.95460546
70;5.782566416;6.86800936
75;5.734457472;6.789832325
80;5.688753974;6.716466184
85;5.646658648;6.649113662
90;5.606968769;6.58536931
95;5.568481613;6.526435853
100;5.532399905;6.471110567
